ave_fitness	ave_genome_length	ave_num_layers	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_num_layers	max_used_codons	min_genome_length	min_num_layers	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
inf	100.0	1.16	5.96	6.267114218436198	0	0	100	3	15	100	1	5	0	0	2.5821475982666016	50	2.5821475982666016	50	0.0	
195934.11320514383	100.0	1.18	5.9	0.07073416753815093	1	0	113	3	15	87	1	5	0	0	287.9767882823944	100	290.558935880661	100	0.0	
346682.6255528168	99.72	1.08	5.4	0.02880938760196909	2	0	106	2	10	85	1	5	0	0	283.3624777793884	150	573.9214136600494	150	0.0	
696522.6697911936	100.28	1.04	5.2	0.02880938760196909	3	0	107	2	10	93	1	5	0	0	255.37892746925354	200	829.300341129303	200	0.0	
1105385.9882347605	100.68	1.02	5.1	0.02880938760196909	4	0	109	2	10	96	1	5	0	0	258.8202021121979	250	1088.1205432415009	250	0.0	
147873.4462903044	101.68	1.02	5.1	0.02880938760196909	5	0	111	2	10	96	1	5	0	0	250.85844159126282	300	1338.9789848327637	300	0.0	
681974.5538118597	101.38	1.08	5.4	0.02880938760196909	6	0	109	2	10	96	1	5	0	0	266.7222669124603	350	1605.701251745224	350	0.0	
301874.68838949915	101.42	1.1	5.5	0.02880938760196909	7	0	113	2	10	95	1	5	0	0	274.9002630710602	400	1880.6015148162842	400	0.0	
285213.6676594902	102.76	1.08	5.4	0.027613090705750756	8	0	113	2	10	95	1	5	0	0	265.0592291355133	450	2145.6607439517975	450	0.0	
150593.10723597545	103.02	1.02	5.1	0.027613090705750756	9	0	112	2	10	94	1	5	0	0	246.77723121643066	500	2392.437975168228	500	0.0	
1123851.4259933338	103.0	1.02	5.1	0.027613090705750756	10	0	113	2	10	93	1	5	0	0	256.6331286430359	550	2649.071103811264	550	0.0	
131265.63751345553	101.96	1.16	5.8	0.027613090705750756	11	0	114	2	10	92	1	5	0	0	300.7405469417572	600	2949.8116507530212	600	0.0	
247383.04107561306	101.22	1.14	5.7	0.027613090705750756	12	0	118	2	10	91	1	5	0	0	288.23431396484375	650	3238.045964717865	650	0.0	
6479285.593316585	102.86	1.16	5.8	0.027613090705750756	13	0	117	2	10	91	1	5	0	0	291.18809032440186	700	3529.234055042267	700	0.0	
737904.0064061105	102.34	1.14	5.7	0.027613090705750756	14	0	120	2	10	92	1	5	0	0	284.51631712913513	750	3813.750372171402	750	0.0	
512868.4505669786	101.52	1.02	5.1	0.027613090705750756	15	0	112	2	10	92	1	5	0	0	253.8783152103424	800	4067.6286873817444	800	0.0	
1094519.9415902346	100.5	1.12	5.6	0.027613090705750756	16	0	111	2	10	91	1	5	0	0	294.52852296829224	850	4362.157210350037	850	0.0	
52228584.50974894	99.54	1.18	5.9	0.027613090705750756	17	0	112	2	10	91	1	5	0	0	295.0753085613251	900	4657.232518911362	900	0.0	
491852.0468343061	100.6	1.18	5.9	0.027613090705750756	18	0	114	2	10	90	1	5	0	0	337.2218418121338	950	4994.4543607234955	950	0.0	
743689.8022745702	99.26	1.1	5.5	0.027613090705750756	19	0	112	2	10	87	1	5	0	0	324.9099876880646	1000	5319.36434841156	1000	0.0	
38270.03786725805	98.88	1.18	5.9	0.027613090705750756	20	0	110	2	10	91	1	5	0	0	303.0625765323639	1050	5622.426924943924	1050	0.0	
343702.874572598	100.6	1.38	6.9	0.027613090705750756	21	0	111	3	15	91	1	5	0	0	358.72325444221497	1100	5981.150179386139	1100	0.0	
21150036.915621947	102.88	1.62	8.1	0.027613090705750756	22	0	115	4	20	92	1	5	0	0	373.0822319984436	1150	6354.2324113845825	1150	0.0	
850989.7459283285	103.5	1.5	7.5	0.027613090705750756	23	0	119	3	15	91	1	5	0	0	352.92681097984314	1200	6707.159222364426	1200	0.0	
382500.1816790359	106.84	1.74	8.7	0.027613090705750756	24	0	127	4	20	92	1	5	0	0	385.5604405403137	1250	7092.719662904739	1250	0.0	
1201615.3095556847	104.44	1.56	7.8	0.027613090705750756	25	0	123	3	15	91	1	5	0	0	379.374027967453	1300	7472.093690872192	1300	0.0	
65634.88829789261	101.76	1.44	7.2	0.027613090705750756	26	0	118	4	20	90	1	5	0	0	355.2004840373993	1350	7827.294174909592	1350	0.0	
6094895.137590182	101.16	1.36	6.8	0.027613090705750756	27	0	114	4	20	91	1	5	0	0	348.68643736839294	1400	8175.980612277985	1400	0.0	
56722.57417204259	97.14	1.1	5.5	0.027613090705750756	28	0	111	2	10	91	1	5	0	0	283.2413582801819	1450	8459.221970558167	1450	0.0	
496348.1031562077	97.3	1.1	5.5	0.023267553392929224	29	0	112	2	10	88	1	5	0	0	301.45168900489807	1500	8760.673659563065	1500	0.0	
496348.1031562077	97.3	1.1	5.5	0.023267553392929224	29	0	112	2	10	88	1	5	0	0	301.45168900489807	1500	8760.673659563065	1500	0.0	
