ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	
3.8615184279747286e+80	25.6	6.498	23.946	17.238	0.19841625238128244	0	0	135	10	128	90	3	3	3	2	38	0	4.037431478500366	500	4.037431478500366	
3.175924667394708e+41	22.716	7.563342318059299	17.19676549865229	12.326145552560646	0.19841625238128244	1	130	133	37.0	107.0	81.0	2	2.0	2.0	1.0	51	0	0.10480523109436035	1000	4.142236709594727	
6.360153850835287	21.174	6.624703087885986	13.957244655581947	9.883610451306414	0.1978059168613776	2	210	110	32.0	98.0	74.0	2	2.0	2.0	1.0	56	0	0.09022259712219238	1500	4.232459306716919	
7.713686786225798	21.446	6.400900900900901	12.277027027027026	8.72972972972973	0.1978059168613776	3	267	73	17.0	60.0	40.0	2	2.0	2.0	1.0	58	0	0.08811235427856445	2000	4.320571660995483	
3.347700835725348	23.424	6.538461538461538	12.4508547008547	8.927350427350428	0.19266942801438902	4	300	75	17.0	59.0	40.0	2	2.0	2.0	1.0	59	0	0.09573721885681152	2500	4.416308879852295	
6761.432904109078	24.358	6.752173913043478	12.734782608695653	9.169565217391304	0.18882091450454294	5	341	75	18.0	59.0	40.0	2	2.0	2.0	1.0	60	0	0.09697175025939941	3000	4.513280630111694	
3.6053930791333717	24.67	6.540084388185654	11.81223628691983	8.531645569620252	0.18882091450454294	6	368	75	18.0	59.0	41.0	1	2.0	2.0	1.0	60	0	0.09396672248840332	3500	4.607247352600098	
6.875111854813956e+33	25.78	6.467908902691511	11.612836438923395	8.403726708074535	0.18882091450454294	7	386	81	18.0	85.0	58.0	2	2.0	2.0	1.0	63	0	0.09597134590148926	4000	4.703218698501587	
8.322572591887518e+21	26.738	6.812765957446809	12.191489361702128	8.921276595744681	0.18663318542066012	8	417	81	19.0	63.0	44.0	2	2.0	2.0	1.0	65	0	0.1201469898223877	4500	4.823365688323975	
5.667303374924833	27.724	7.008264462809917	12.733471074380166	9.359504132231406	0.18663318542066012	9	433	91	18.0	67.0	52.0	3	2.0	2.0	1.0	68	0	0.1127169132232666	5000	4.936082601547241	
1.7858499534167525	28.4	7.430962343096234	13.564853556485355	10.04602510460251	0.18663318542066012	10	456	91	20.0	53.0	42.0	3	2.0	2.0	1.0	69	0	0.10739922523498535	5500	5.043481826782227	
2.1466187765521516	29.096	7.941422594142259	14.866108786610878	11.023012552301255	0.18663318542066012	11	479	92	23.0	62.0	44.0	2	2.0	2.0	1.0	72	0	0.11532878875732422	6000	5.158810615539551	
1.1296542928844858e+37	31.196	8.116525423728813	15.813559322033898	11.682203389830509	0.18514678089302186	12	508	82	20.0	82.0	57.0	1	2.0	2.0	1.0	75	0	0.12062907218933105	6500	5.279439687728882	
8.170901241761958e+25	31.206	7.968619246861925	15.44560669456067	11.405857740585773	0.18514678089302186	13	531	91	23.0	70.0	53.0	3	2.0	2.0	1.0	78	0	0.11331939697265625	7000	5.392759084701538	
216219929257.62805	32.604	8.493801652892563	16.14669421487603	12.043388429752065	0.18514678089302186	14	548	92	26.0	100.0	75.0	5	2.0	2.0	1.0	79	0	0.13314199447631836	7500	5.5259010791778564	
16002904870564.117	35.034	8.91188524590164	17.30327868852459	12.932377049180328	0.18514678089302186	15	561	97	31.0	72.0	52.0	1	2.0	2.0	1.0	81	0	0.16572070121765137	8000	5.691621780395508	
1.5132206022762589	36.726	9.461538461538462	19.006237006237008	14.195426195426196	0.18514678089302186	16	580	90	31.0	93.0	68.0	6	2.0	2.0	1.0	82	0	0.14233684539794922	8500	5.833958625793457	
171522.0451793861	39.26	10.363265306122448	22.4	16.632653061224488	0.18514678089302186	17	591	111	30.0	102.0	75.0	3	2.0	2.0	1.0	82	0	0.14388322830200195	9000	5.977841854095459	
1.4223283047158735	42.036	10.954639175257732	24.463917525773194	18.142268041237113	0.18514678089302186	18	607	108	33.0	102.0	77.0	6	2.0	2.0	1.0	83	0	0.19374895095825195	9500	6.171590805053711	
12833.187628719967	43.894	11.263691683569979	24.655172413793103	18.456389452332658	0.18514678089302186	19	615	107	39.0	124.0	96.0	6	2.0	2.0	1.0	83	0	0.1602003574371338	10000	6.331791162490845	
1.8192950026968533	45.658	11.624742268041237	26.432989690721648	19.84742268041237	0.18514678089302186	20	631	127	39.0	114.0	82.0	5	2.0	2.0	1.0	83	0	0.16190075874328613	10500	6.493691921234131	
1.159773442663973e+29	48.166	12.857731958762887	29.315463917525772	22.185567010309278	0.1850577966484405	21	647	128	43.0	129.0	97.0	5	2.0	2.0	1.0	83	0	0.1813197135925293	11000	6.67501163482666	
303.6446135323316	50.184	12.520833333333334	28.227083333333333	21.364583333333332	0.18472851311815447	22	668	136	48.0	143.0	108.0	2	2.0	2.0	1.0	85	0	0.17186927795410156	11500	6.846880912780762	
1.0421347768316342	54.052	13.350622406639005	31.821576763485478	23.939834024896264	0.18472851311815447	23	687	141	51.0	142.0	108.0	6	2.0	2.0	1.0	88	0	0.18338322639465332	12000	7.030264139175415	
0.9804104984745625	57.58	13.823899371069182	32.83857442348008	24.80083857442348	0.18472851311815447	24	711	173	51.0	203.0	154.0	7	2.0	2.0	1.0	92	0	0.19276714324951172	12500	7.223031282424927	
2831334972865577.5	61.304	13.583505154639175	33.59381443298969	25.439175257731957	0.18472851311815447	25	727	195	59.0	201.0	152.0	11	2.0	2.0	1.0	95	0	0.2360520362854004	13000	7.459083318710327	
